Document ID,Rule 3: Credit check,Rule 3 Proof Phrase,Rule 8: Welcome pack,Rule 8 Proof Phrase,Rule 10: Cooling off period,Rule 10 Proof Phrase,Rule 15: Call is recorded,Rule 15 Proof Phrase,Rule 18: Yes,Rule 18 Proof Phrase,Reviewer Comments
POW.001.000033,Identified, Power collector use and then tell your personal information accordance with its privacy policy available at Palace of the country Perisher may conduct a credit check on you were a critic first to make pallets of the criteria,Identified,starts the business day after you received your welcome back. If you don't receive the packet within 24 hours contact power shop ,Identified, You do get a 10 business day cooling off period with power shop,Identified,So before I I'll let you know that this court's getting recorded for quality and training purposes.,Unidentified,,
POW.001.000034,Unidentified,,Unidentified,,Unidentified,,Identified,So before I go I want to let you know that this cause getting recorded for quality and training purposes.,Unidentified,,
POW.001.000035,Identified, Penshoppe may conduct a credit check on you where a credit check fails to me pal shop's criteria penshoppe may cancel this contract and not proceed with your switch or connection,Identified,it starts the business day after you receive your welcome pack if you don't receive the pack within 24 hours. Contact our shop ,Identified,You have a 10 business day cooling off period during which you can cancel your phone up by contacting parish shop ,Identified,So just before we keep going or just let you know that this call is being recorded for training and casing purposes.,Identified,Now do you confirm you are over 18 authorized to enter this agreement and understand and accept the terms we've just read which are also in power shops. So please respond with yes or no. Yes,
POW.001.000036,Identified,contact a power shop may conduct a credit check on you where a credit check fails to make pal shops criteria power shop might cancel this agreement and not proceed with your switch or connection,Identified,it starts the business day after you receive your welcome pack and if you don't receive the pack within 24 hours contact power shop ,Identified,The marketing representative maybe paid a fee for this sale and you have a 10 business day cooling off period during which you can cancel it or sign up by contacting power shop Australia,Identified,So just confirming it is nine first and foremost his call will be recorded for quality and coaching purposes.,Identified, You may make deals and confirm you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms which you just read which are also empowered on the website. Yes perfect,
POW.001.000037,Unidentified,,Unidentified,,Identified,erkowitz said it may be paid if it sounded to have attempted to stay cooling off period during which you could cancel your son up by contacting a power shop,Unidentified,,Unidentified,,
POW.001.000038,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Call doesn't eventuate to any sale
POW.001.000039,Identified,personal information in accordance with its privacy policy available at shoptalk a power shop may contact a credit check on you. Creditex tells me powershares criteria penshoppe may cancel this contract or not proceed with your switch or connection,Identified,After you receive your welcome back. So if you don't receive the pack within 24 hours contact shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting pawnshop Australia proprietary ,Identified,I'll just let you know this cause record of coaching training purposes.,Unidentified,,
POW.001.000040,Identified,personal information in accordance with its privacy policy available at powle shop compter a pill shop make contact a credit check on new credit check fails to meet pawnshops criteria penshoppe make sense for this contract,Identified,stream malbin now it starts the business day after you receive your welcome back. So if you don't receive the pack within 24 hours contact pownall,Identified, you have a timber's as a cooling off period during which you can cancel your side by contacting the power sho,Identified,Just that you know the scores record of coaching and training purposes as well. Sorry. ,Unidentified,,
POW.001.000041,Identified,Parasite may conduct a credit check on you where a critic fails to meet part of the criteria.,Identified,It starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop on ,Identified,You have 10 business day cooling off period during which you can cancel your son up a consequent from up Australia proprietory ,Identified, Perfect So before I go on Debbie I let you know that is calls getting recorded for quality and training purposes.,Unidentified,,
POW.001.000042,Identified,Polish up make contact a credit check on you. Where a credit check fails to meet the criteria palaszczuk my council this contract and I proceed with your connection you paying applicable fees,Identified,It starts a business day after you receive your welcome back. If you don't receive the packet within 24 hours contact power shop ,Identified,You have a 10 business day cooling off period during which you can cancel your son up or contacting powertrip Australia,Identified,So before I go one day I'll let you know that this cause getting recorded for quality and training purposes.,Unidentified,,
POW.001.000043,Identified,Polish up make contact a credit check on you. Where a credit check fails to meet the criteria palaszczuk my council this contract and I proceed with your connection you paying applicable fees,Identified,It starts a business day after you receive your welcome back. If you don't receive the packet within 24 hours contact power shop ,Identified,You have a 10 business day cooling off period during which you can cancel your son up or contacting powertrip Australia,Identified,So before I go one day I'll let you know that this cause getting recorded for quality and training purposes.,Unidentified,,
POW.001.000044,Identified, Us is my conduct a credit check on you were a credit check so my subsequent Teresa I my chance of this contract and I proceed with your virtual connection,Identified,It stops the business day after you received your welcome back. If you don't receive the packet within 24 hours contact the power shop ,Identified,The marketing representative may be paid a fee for this so you have a 10 business day cooling off period during which you can cancel your sign up or contacting powerstrip Australia ,Identified,So before I go on I'll let you know that this cause getting recorded for quality and training purposes.,Identified,"do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms of the thread which are awesome power subserves I can I get to hear from you Dylan.
Oh yeah OK.",
POW.001.000045,Unidentified,,Unidentified,,Unidentified,,Identified, I'll just say you know the school is recorded for coaching and training purposes. ,Unidentified,,
POW.001.000046,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000047,Identified, Sorry pal shop may also conduct a credit check on your credit check felt to be partial to. How should they cancel this contract. It seems a switch or collection you will pay an applicable seat for your collection. ,Identified,Now Melvin know it's that's the as they they to go. Welcome back. So if you don't receive the pack within 24 hours contact power shop ,Identified,You do have a temper to say cooling off period. Which you can your sign up by contacting power supply.,Identified,So tonight before we go ahead with anything I'll just let you know. This call will be recorded for coaching and training purposes.,Unidentified,,
POW.001.000048,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000049,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000050,Unidentified,,Unidentified,,Unidentified,,Identified,Well first and foremost his call will be recorded for quality and coaching purposes. Now with power shop they're,Unidentified,,
POW.001.000051,Unidentified,,Unidentified,,Unidentified,,Identified,Well first and foremost his call will be recorded for quality and coaching purposes.,Not yet reviewed,,
POW.001.000052,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000053,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000054,Identified,My conduct a credit check on where a credit check was to meet it was quite curious how short my cancelled this agreement and not proceed with the connection.,Identified,It starts the business day after you receive your welcome pack.,Identified,The martling Representative may be paid a fee for the sale and you have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia for limited 357 Collins Street malbon.,Identified,this call will be recorded for quality coaching purposes.,Unidentified,,
POW.001.000055,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000056,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000057,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000058,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000059,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000060,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000061,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000062,Identified,power shop might conduct a credit check on where a credit check estimate power shops criteria.,Identified,It starts the business day after you receive the welcome pack and if you don't receive the packet within 24 hours contact power shop,Identified,you have a 10 business day cooling off period during which you can cancel your sign up by contacting power,Identified,So this call will be recorded for quality and coaching purposes.,Identified,How do you confirm you are over 18 authorized to enter into this agreement and understand and accept that came to conditions of this offer. These are also on pet shops website. Yep.,
POW.001.000063,Identified,PASOK may conduct a credit check on your credit check fails me.,Identified,It starts the business day after you received your welcome.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop.,Identified,So before we keep going I just have to tell you this call is being recorded for training and coaching purposes.,Identified,Now you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms. Just wait. Which are also on our shop website. Please respond with yes or no. Yes.,
POW.001.000064,Identified,They may conduct a credit check on your credit check to meet Palin's criteria,Identified,Now it starts the business day after you receive your welcome pack.,Identified, You have a 10 percent say cooling off period during which you can cancel your sign up by contacting pal shop Australia,Identified,I'm going to let you know cause record of coaching and training purposes.,Unidentified,,
POW.001.000065,Identified,Penshoppe may conduct a credit check on you for a credit check for me a partial criteria.,Identified,it starts a business day after you receive your welcome. So if you don't receive the packet within 24 hours contact pal shop,Not yet reviewed,,Identified,So if I haven't said it I'll just let you know we're getting this call is recorded for kothari and training purposes.,Identified,"ow do confirm you're over 18 or twice instance of disagreement understanding of the terms. We have just read which are also on our website.
Sure",
POW.001.000066,Unidentified,,Unidentified,,Identified,This is a cooling off period during which you can cancel your son by contacting power shop.,Identified,I'll just say you know the call may be recorded for quoting coaching purposes.,Identified,The age of 18 and authorize to agreement. Understand accept the terms or conditions which I've just read you know available on their website. Yes or no. OK. Yeah no worries.,
POW.001.000067,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000068,Identified, I shall make conducts a credit check on you.,Identified,it starts the business day after you receive your Welcome back.,Identified,You have a 10 business day cooling off period during which you can cancel your son up or contacting parish up Australia.,Identified,I'll let you know that this is getting recorded for quality and training purposes.,Identified,do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms of threat which are also on our website. Can I just get to play you for me. Yes.,
POW.001.000069,Unidentified,,Identified,it stops the business day after you receive your welcome back.,Identified,You have a 10 business day cooling off period during which you can cancel your son up a contact from parish of Australia,Identified,you know the school is getting recorded for quality and training purposes.,Identified,you confirm you are 18 authorized to India into this agreement and understand and accept the thread which I was on. I to get a clue from you for. Yes,
POW.001.000070,Identified,They may conduct a credit check on you if it fails to meet their criteria.,Identified,That's the business hour to receive the package if you don't receive this within 24 hours.,Identified,And you do have to have this as a cooling off period during which you can cancel sign up,Identified,I let you know the call may be recorded for quoting coaching purposes.,Identified,To confirm that you are of the age of 18 authorized into the agreement understand accept the terms and conditions which I've just tune available on my website with a clear yes or no. Beautiful.,
POW.001.000071,Identified,They may conduct a credit check on you if it fails to meet their criteria. ,Unidentified,,Identified,And you do have to have this as a cooling off period during which you can cancel sign up by contacting parasol's israeli proprietor limited,Not yet reviewed,,Unidentified,,Rule 18 was present but there was not YES or NO by the Customer
POW.001.000072,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000073,Identified,Parish conducts a credit check on you were a check for us to meet about criteria.,Identified,Melbourne started a business day after you receive your gold compact.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up,Identified,I'll let you know that this is getting recorded for quality training purposes.,Identified,Do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms of the threat which are also unpalatable. So come and get a clue from me GRAHAM Yes,
POW.001.000074,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000075,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000076,Unidentified,,Unidentified,,Unidentified,,Identified,I want to let you know that this call is getting recorded for quality here and training purposes.,Unidentified,,
POW.001.000077,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000078,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000079,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000080,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000081,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000082,Unidentified,,Unidentified,,Unidentified,,Identified,Please note your call will be recorded for quality and training purposes.,Unidentified,,
POW.001.000083,Unidentified,,Unidentified,,Unidentified,,Identified,Please note your call will be recorded for quality and training purposes.,Unidentified,,
POW.001.000084,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000085,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000086,Identified,Our shop may conduct a credit check on you where credit check fails to meet pal shop's criteria.,Identified,it starts the business day after you receive your welcome pack.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting pal shop Australia,Identified,Now before we keep going I just have to let you know this call is being recorded for training and coaching purposes,Identified,So you confirm you're over 18 authorized to enter into this agreement and understand and accept the terms you've just read which are also on pal shops website. Please respond with yes or no. Yes.,
POW.001.000087,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000088,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000089,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000090,Identified,Palaszczuk may conduct a credit check on you where credit check fails to meet pal shop's criteria pet shop may cancel this contract,Identified,It starts the business day after you receive your welcome pack.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia proprietary limited,Identified,I'm just letting you know this call is being recorded for training and coaching services.,Unidentified,,
POW.001.000091,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000092,Identified,pal shop may conduct a credit check on your credit check fails to meet pawnshops criteria.,Identified,Once we do the sign of you also receive the welcome back.,Identified,you have a 10 day cooling off period during which you can cancel your sign by contacting power shop Australia proprietory,Identified,I'll just let you know this call is recorded for coaching and training purposes,Identified,you confirm you're over 18 are authorized to enter into this agreement. Understand and accept the terms that we've just read which are also in shops. Yes.,
POW.001.000093,Unidentified,,Unidentified,,Unidentified,,Identified,So before I go on I'll let you know that this cause getting recorded for quality and training purposes.,Unidentified,,
POW.001.000094,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000095,Identified,tell shop making a credit check on you were a credit check first to meet ups criteria.,Identified,it starts the business day after you received your welcome back.,Identified,you have a 10 business day cooling off period during which you can cancel your signed up a contract comp. Australia proprietor,Identified,before I go on I'll let you know that this cause getting recorded for quality and training purposes.,Unidentified,,
POW.001.000096,Unidentified,,Unidentified,,Unidentified,,Identified, you know this is cause getting recorded for quality and training purposes,Unidentified,,
POW.001.000097,Identified,how to may conduct a credit check you. If you first meet their criteria.,Identified,It does start the business day after you receive your part.,Identified,you do have a 10 day cooling off period during which you can cancel sun son by contacting power shop. The proprietor,Identified,just you know they've come a record for quoting cogic purposes.,Identified,Are you over the age of 18. Are you authorized Instagram and understand accept the terms of conditions which I've just read to end available on power shop's website with a clear winner. Okay.,
POW.001.000098,Identified,pal shop may conduct a credit check on you credit check fails to meet our shop's criteria.,Identified,it starts the business day after you receive your compare.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting pal shop Australia property,Identified,Now before we keep going I'm supposed to tell you this call is being recorded for training and coaching purposes.,Identified,Now do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms we've just read which are also on our shop website. Please respond with yes or no. Awesome.,
POW.001.000099,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000100,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000101,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,"Call not identified as a sale call, but is an inquiry"
POW.001.000102,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000103,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale call
POW.001.000104,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Evaluates as an inquiry
