Document ID,Rule 3: Credit check,Rule 3 Proof Phrase,Rule 8: Welcome pack,Rule 8 Proof Phrase,Rule 10: Cooling off period,Rule 10 Proof Phrase,Rule 15: Call is recorded,Rule 15 Proof Phrase,Rule 18: Yes,Rule 18 Proof Phrase,Reviewer Comments
POW.001.000486,Identified,please make sure there is one dollar available in your account to perform the credit check to check the eligibility of the customer.,Identified,after you receive your welcome back if you would receive the right you know within 24 hours.,Identified,after you receive your welcome back if you would receive the right you know within 24 hours.,Identified,So once again this call was recorded for quality and training purposes,Identified,confirm you are over 18 authorized to enter into this agreement and understand and accept the terms that you've just read and which are also available on that Web site. Do you confirm that. Yes yes yes.,
POW.001.000487,Unidentified,,Identified,you receive your Welcome back. If it had not received this way email within 24 hours please contact barber shop,Identified,Do you have a 10 business day cooling off period during which you can cancel your sign by contacting barber shop.,Identified,For training and verification purposes this call is being recorded.,Identified,Now do confirm you are over 18 authorized to enter into our agreement and I understand and accept the terms which we have just read which are also on Palmer shop website. Please respond with a clear yes or no. Yes thank you.,
POW.001.000488,Unidentified,,Unidentified,,Unidentified,,Identified,once again the school has been awarded the kerching quality purposes.,Identified,So you could tell me you are over 18 authorized to enter into this agreement. And I understand that the terms are just two games which you can find out which let be yes or no. Yeah.,Interesting Rule 15 statement.
POW.001.000489,Identified,power shop may conduct a credit check on you where a credit check failed to meet paradox criteria. Power shop may counsel this contract then not proceed with your social connection,Identified,after you receive your welcome back. If you do not receive this via e-mail within 24 hours please contact our shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up. By contacting power shop Australia.,Identified,once again this call is recorded for quality and compliance purposes.,Unidentified,,
POW.001.000490,Unidentified,,Identified,after you receive your welcome back and if you do not receive bids within 24 hours please contact our shop,Unidentified,,Not yet reviewed,,Identified,Are you concerned that you're about 18 you are authorized to enter into this agreement you understand the terms that rich just get richer and power shops website. Please respond with a yes or no. Yes fantastic,
POW.001.000491,Identified,Power shop may conduct a credit check or neumayr kirchick parachutes quote your air power shop may not proceed with your connection connection free will or power shop.,Identified,"Now you have to wait for the welcome part.
After you received your confirmation pack if you do not receive these waiting over in 24 hours please contact perishable",Identified,You'll have a 10 business day kind of period during which you can say yes by contacting power shipshape approach. ,Unidentified,,Identified,You can for 18 years of age when you're authorized to enter into this agreement you understand the terms or just read which are power shops. So please respond with a yes or no. Yes fantastic.,
POW.001.000492,Unidentified,,Identified,you will receive a welcome back within two to three days,Identified,you have a 10 business check calling or period during which you can cancel your phone by contacting polish.,Identified,I need to let you know Bill Caldwell Gregory for coaching and quality Pop,Unidentified,,very interesting call recording statement
POW.001.000493,Identified, a power shop may conduct their credit check on you. When a credit trip fails to make subsequent terrapower shop my counsel is contract then not proceed with your switch or connection.,Identified,after you receive your Welcome back. If you do not receive this via email within 24 hours please contact shop,Not yet reviewed, You have 10 business day cooling off period during which you can cancel your sign up or contact cloud shop.,Identified,just before I start I need to let you know that this call group call for quality engagement purposes,Unidentified,,
POW.001.000494,Identified,a power shop may conduct their credit check on you. When a credit trip fails to make subsequent terrapower shop my counsel is contract then not proceed with your switch or connection.,Identified,after you receive your Welcome back. If you do not receive this via email within 24 hours please contact shop,Identified,You have 10 business day cooling off period during which you can cancel your sign up or contact cloud shop.,Identified,let you know that this call group call for quality engagement purposes,Unidentified,,
POW.001.000495,Unidentified,,Identified,you receive your welcome back and if you do not receive this email within 24 hours please contact us,Identified,you receive your welcome back and if you do not receive this email within 24 hours please contact us,Identified,So once again this record of poor quality and training purposes,Identified,You can pretend that you over 18 years of age and you're authorized to enter into this agreement and you understand that set the terms that we just read which are on power website. Please respond with a yes or no. Yes.,
POW.001.000496,Identified,power shop may conduct a credit check on you where a credit check fails to meet pawnshops criteria. Power shop may cancel this contract and not proceed with your switch or connection ,Identified,"receive your Welcome back. If you don't receive the pack within 24 hours contact power shop
they'll send you out your welcome back with you write in it I read them all can you wait to them in writing.
The rates will be a part of your welcome pack.


",Identified,"The rates will be a part of your welcome pack.
",Unidentified,,Not yet reviewed,"You agree to these terms yes you understand that momentum may vary just right at any time.
You understand and agree to the terms conditions of this plant that is momentum energy is not your car retailer. This agreement constitutes your consent to transfer your energy to momentum energy.
Yeah thank you.
You confirm you are over 8 over the age of 18 authorized to enter into this agreement and understanding that the terms that we've just read which are all from cash have a website with a clear yes or no. Oh yes. Now finally there is no contract term and no exit fees associated with this agreement. Your game starts at the end of the cooling off period you may terminate the agreement any by contacting power shock and an e-mail with you wanted to transfer to thrash of complaints. Do you understand the rate your rates and I agree to these terms conditions with a clear yes or no. Yes
",Rule 18 included age.
POW.001.000497,Identified,powers may conduct a credit check on you where a credit check fails to meet power shop's criteria power shop may cancel this contract and not proceed with your switch or connection,Identified, you receive your Welcome back. If you don't receive the pack within 24 hours contact power shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia,Identified,And calls are recorded for quality coaching here,Identified,So you confirm you are over 18 authorized to enter this agreement and understand and accept the terms which we've just read which are also on power shops websites and also just to say yes or no for the recording. So yes sorry.,Rule 18 includes age.
POW.001.000498,Identified,"You power of may conduct a credit check on you where a credit check fails to meet pawnshops criteria power shop may cancel this contract and not proceed with your switch or connection
A credit check will be performed before switching to energy Australia.",Identified,"Would you like me to read all their rights to you now. Were you happy to read them in your Welcome back
Would you like me to read all their rights to you now. Were you happy to read them in your Welcome back",Identified,Your 10 business day cooling off period commences the day after you receive your confirmation back.,Unidentified,,Unidentified,,
POW.001.000499,Identified,power shop may conduct a credit check on you where a credit check fails to meet power shop's criteria. Power shop may cancel this contract and not proceed with your switch or connection,Identified,t starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop,Not yet reviewed,,Identified,t starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop,Identified,"So now you are over 18. All right enter into this agreement and understand accept the terms we've just read which are also on our shops website. Can I get a clear yes or no.  Please Tanya. Yes yes.
Do you understand your rights and agree to these terms and conditions. Yes",
POW.001.000500,Identified,it may conduct a credit check on you where a credit check fails to meet pawnshops criteria. Power shop may cancel this contract and not proceed with your switch or connection you'll pay any applicable fees for your connection.,Identified,after you receive your Welcome back. If you don't receive the pack within 24 hours contact power shop on,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop,Unidentified,,Identified,"So you confirm you are sorry you can turn you over 18 authorized to enter into this agreement and understand and accept the terms we've just read which are also on Paris jobs website. Yes I do.
Do you understand your rights and agree to these terms and conditions. Yes",
POW.001.000501,Identified,You consent to these policies including that hgl may exchange your information with credit providers and others for credit reporting credit checks and debt collection,Identified, The credit reporting bodies AGL users and your access correction complaint and opt out rights with AGL and those bodies these policies are in the welcome back and are available on AGL website,Identified,You have a 10 business day cooling off period from when you get your welcome back with information about a cooling off period and your rights under Australian consumer law.,Identified,OK. So I'll let you know very quickly because I've recorded for quality and training purposes.,Identified,Do you agree to these terms. Yes.,
